SkillId,SkillLevel,NameKor,ShortName,NameDescKor,UseUserAllHitEffect,HideCastingPostfix,CardCastingEffectName,CardEffectName,PortraitCastingEffectName,PortraitEffectName,EnemyEffectName,UserHitEffectName,UserBuffStayEffectName,EnemyHitEffectName,EnemyBuffStayEffectName,SimpleCardCastingEffectName,SimpleCardEffectName,SimplePortraitCastingEffectName,SimplePortraitEffectName,SimpleEnemyEffectName,SimpleUserHitEffectName,SimpleUserBuffStayEffectName,SimpleEnemyHitEffectName,SimpleEnemyBuffStayEffectName,Answer,AnswerType,TargetType,TargetCount,TargetDied,CastingTimeMs,DelayTimeMs,CooltimeMs,CooltimeGroup,SkillGrade,ShowAlert,ShowTarget,BlockInterrupt,BlockDodge,BlockReflect,BlockTaunt,PassiveProcOneTime,PassiveProcShow,FixBuffData1,FixBuffData2,NormalBuffData1,NormalBuffData2,ShowMobSkillDesc,FixDesc,Desc
1001,3,도발 III,도발,강제로 자신만 공격,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,Rz_Taunt,,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,Rz_Taunt_S,,,0,0,Self,0,0,0,0,10000,1001,2,0,0,0,0,0,0,,,"{'BuffId': 7, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 4000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 3018, 'BuffValue': [6500], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 4000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 7, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 4000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 3018, 'BuffValue': [3500], 'BuffDurationMs': 4000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}",,"적이 4초간 자신을 공격하도록 하며, 자신에게 마도서 체력의 65% 만큼 보호막을 생성한다. (다수 공격 시 하나만 적용)","적이 4초간 자신을 공격하도록 하며, 자신에게 마도서 체력의 35%  만큼 보호막을 생성한다. (다수 공격 시 하나만 적용)"
1001,4,도발 IV,도발,강제로 자신만 공격,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,Rz_Taunt,,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,Rz_Taunt_S,,,0,0,Self,0,0,0,0,9000,1001,3,0,0,0,0,0,0,,,"{'BuffId': 7, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 5000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 3018, 'BuffValue': [7000], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 5000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 7, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 5000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 3018, 'BuffValue': [4000], 'BuffDurationMs': 5000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}",,"적이 5초간 자신을 공격하도록 하며, 자신에게 마도서 체력의 70% 만큼 보호막을 생성한다. (다수 공격 시 하나만 적용)","적이 5초간 자신을 공격하도록 하며, 자신에게 마도서 체력의 40%  만큼 보호막을 생성한다. (다수 공격 시 하나만 적용)"
1001,5,도발 V,도발,강제로 자신만 공격,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,Rz_Taunt,,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,Rz_Taunt_S,,,0,0,Self,0,0,0,0,8000,1001,3,0,0,0,0,0,0,,,"{'BuffId': 7, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 6000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 3018, 'BuffValue': [7500], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 6000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 7, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 6000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 3018, 'BuffValue': [4500], 'BuffDurationMs': 6000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}",,"적이 6초간 자신을 공격하도록 하며, 자신에게 마도서 체력의 75% 만큼 보호막을 생성한다. (다수 공격 시 하나만 적용)","적이 6초간 자신을 공격하도록 하며, 자신에게 마도서 체력의 45%  만큼 보호막을 생성한다. (다수 공격 시 하나만 적용)"
1002,1,골절 I,골절,적 공격력 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,,Rz_Fracture,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,,Rz_Fracture_S,,0,0,HostileTanker,0,0,0,300,10000,1002,1,0,0,0,0,0,0,,,"{'BuffId': 1, 'BuffValue': [1200, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 1, 'BuffValue': [600, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7초간 적의 공격력을 12{hpsub01}% 감소시킨다.,7초간 적의 공격력을 6{hpsub11}% 감소시킨다.
1002,2,골절 II,골절,적 공격력 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,,Rz_Fracture,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,,Rz_Fracture_S,,0,0,HostileTanker,0,0,0,300,10000,1002,2,0,0,0,0,0,0,,,"{'BuffId': 1, 'BuffValue': [1400, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 1, 'BuffValue': [700, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7초간 적의 공격력을 14{hpsub01}% 감소시킨다.,7초간 적의 공격력을 7{hpsub11}% 감소시킨다.
1002,3,골절 III,골절,적 공격력 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,,Rz_Fracture,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,,Rz_Fracture_S,,0,0,HostileTanker,0,0,0,300,10000,1002,2,0,0,0,0,0,0,,,"{'BuffId': 1, 'BuffValue': [1600, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 1, 'BuffValue': [800, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7초간 적의 공격력을 16{hpsub01}% 감소시킨다.,7초간 적의 공격력을 8{hpsub11}% 감소시킨다.
1002,4,골절 IV,골절,적 공격력 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,,Rz_Fracture,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,,Rz_Fracture_S,,0,0,HostileTanker,0,0,0,300,10000,1002,3,0,0,0,0,0,0,,,"{'BuffId': 1, 'BuffValue': [1800, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 1, 'BuffValue': [900, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7초간 적의 공격력을 18{hpsub01}% 감소시킨다.,7초간 적의 공격력을 9{hpsub11}% 감소시킨다.
1002,5,골절 V,골절,적 공격력 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,,Rz_Fracture,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,,Rz_Fracture_S,,0,0,HostileTanker,0,0,0,300,10000,1002,3,0,0,0,0,0,0,,,"{'BuffId': 1, 'BuffValue': [2000, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 1, 'BuffValue': [1000, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7초간 적의 공격력을 20{hpsub01}% 감소시킨다.,7초간 적의 공격력을 10{hpsub11}% 감소시킨다.
1002,6,골절 VI,골절,적 공격력 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,,Rz_Fracture,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,,Rz_Fracture_S,,0,0,HostileTanker,0,0,0,300,10000,1002,3,0,0,0,0,0,0,,,"{'BuffId': 1, 'BuffValue': [2200, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 1, 'BuffValue': [1100, 0, 0], 'SubValue': [2212], 'BuffDurationMs': 7000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7초간 적의 공격력을 22{hpsub01}% 감소시킨다.,7초간 적의 공격력을 11{hpsub11}% 감소시킨다.
1003,1,방어 I,방어,받는 피해 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,Rz_Defence,,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,Rz_Defence_S,,,0,0,Self,0,0,0,300,10000,0,1,0,0,0,0,0,0,,,"{'BuffId': 201, 'BuffValue': [900, 0, 0], 'SubValue': [1582], 'BuffDurationMs': 7500, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 201, 'BuffValue': [450, 0, 0], 'SubValue': [1582], 'BuffDurationMs': 7500, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7.5초간 적에게 받는 피해를 9{hpsub01}%만큼 감소시킨다.,7.5초간 적에게 받는 피해를 4.5{hpsub11}%만큼 감소시킨다.
1003,2,방어 II,방어,받는 피해 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,Rz_Defence,,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,Rz_Defence_S,,,0,0,Self,0,0,0,300,10000,0,2,0,0,0,0,0,0,,,"{'BuffId': 201, 'BuffValue': [1100, 0, 0], 'SubValue': [1582], 'BuffDurationMs': 7500, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 201, 'BuffValue': [600, 0, 0], 'SubValue': [1582], 'BuffDurationMs': 7500, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7.5초간 적에게 받는 피해를 11{hpsub01}%만큼 감소시킨다.,7.5초간 적에게 받는 피해를 6{hpsub11}%만큼 감소시킨다.
1003,3,방어 III,방어,받는 피해 감소,,,Rz_Tap_Card_Stay,Rz_Tap_Card,,,,,Rz_Defence,,,Rz_Tap_Card_S_Stay_S,Rz_Tap_Card_S,,,,,Rz_Defence_S,,,0,0,Self,0,0,0,300,10000,0,2,0,0,0,0,0,0,,,"{'BuffId': 201, 'BuffValue': [1300, 0, 0], 'SubValue': [1582], 'BuffDurationMs': 7500, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 201, 'BuffValue': [750, 0, 0], 'SubValue': [1582], 'BuffDurationMs': 7500, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,7.5초간 적에게 받는 피해를 13{hpsub01}%만큼 감소시킨다.,7.5초간 적에게 받는 피해를 7.5{hpsub11}%만큼 감소시킨다.
